title,site,link 
,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",https://www.wsj.com/articles/gary-cohn-backs-breaking-up-big-banks-1491491219
Careers,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//careers.foxnews.com/
College Students,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//careers.foxnews.com/students
Fox Around the World,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/foxaroundtheworld/
Advertise With Us,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//advertise.foxnews.com
New Terms of Use,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/about/terms-of-use
(What's New),Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/about/terms-new/
New Privacy Policy,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/about/privacy-policy/
Ad Choices,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnews.com/about/privacy-policy/#ad-choice
Help,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//help.foxnews.com/index.html
,Google News,
" Rodrigo Duterte »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Rodrigo+Duterte&ict=clu_bl
" Philippines »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Philippines&ict=clu_bl
" South China Sea Islands »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=South+China+Sea+Islands&ict=clu_bl
,Google News,http://www.cnn.com/2017/04/06/asia/philippines-duterte-south-china-sea/
,Google News,https://www.washingtonpost.com/world/asia_pacific/philippines-duterte-orders-troops-to-disputed-south-china-sea-in-possible-new-rift-with-beijing/2017/04/06/8eb50e1a-1aa9-11e7-8003-f55b4c1cfae2_story.html
,Google News,http://globalnation.inquirer.net/154460/duterte-occupy-ph-islands-south-china-sea
,Google News,http://www.philstar.com/opinion/2017/04/07/1688441/china-double-talks-benham-scs
,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/la-fi-stress-business-20170406-story.html#nt=oft02a-14li3
COMPANY TOWN,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/hollywood/#nt=oft02a-14li3
,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/hollywood/la-fi-ct-writers-guild-advertising-20170405-story.html#nt=oft02a-14li3
view more videos,"Los Angeles Times - California, national and world news - Los Angeles Times",/visuals/video/#nt=oft02a-14gp4
,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/86492952-132.html#nt=oft02a-14gp4
BUSINESS,"Los Angeles Times - California, national and world news - Los Angeles Times",/business/#nt=oft02a-14gp4
"SpaceX rocket lifts payload to International Space Station, then lands on barge","Los Angeles Times - California, national and world news - Los Angeles Times",/business/86492952-132.html#nt=oft02a-14gp4
" , ","News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/sport/2017/apr/06/nba-star-thabo-sefolosha-nypd-lawsuit
Sefolosha receives $4m payout from NYPD over nightclub fracas,"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/sport/2017/apr/06/nba-star-thabo-sefolosha-nypd-lawsuit
" , ","News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/football/blog/2017/apr/06/real-madrid-b-side-barcelona-la-liga
Real Madrid's B-side and Barcelona's 'recital' play familiar La Liga tune,"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/football/blog/2017/apr/06/real-madrid-b-side-barcelona-la-liga
tip us off,"News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/help/ng-interactive/2017/mar/17/contact-the-guardian-securely
"
,
,
, ","News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/help/ng-interactive/2017/mar/17/contact-the-guardian-securely
" , ","News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/us/commentisfree
" , ","News, sport and opinion from the Guardian's US edition | The Guardian",https://www.theguardian.com/commentisfree/2017/apr/06/democrats-resist-neil-gorsuch-supreme-court-confirmation
"
                          ,
                          ,
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://profootballtalk.nbcsports.com/2017/04/06/report-seahawks-looking-for-player-and-a-high-pick-for-richard-sherman?cid=eref:nbcnews:text
"
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://profootballtalk.nbcsports.com/2017/04/06/report-seahawks-looking-for-player-and-a-high-pick-for-richard-sherman?cid=eref:nbcnews:text
"
                            NBC Sports
                          ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://profootballtalk.nbcsports.com/2017/04/06/report-seahawks-looking-for-player-and-a-high-pick-for-richard-sherman?cid=eref:nbcnews:text
"
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.nbcsports.com/video/did-tony-romo-hint-tension-dallas-cowboys-jason-garrett?cid=eref:nbcnews:video
"
                            NBC Sports
                          ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.nbcsports.com/video/did-tony-romo-hint-tension-dallas-cowboys-jason-garrett?cid=eref:nbcnews:video
"
                          ,
                          ,
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.golfchannel.com/news/golf-central-blog/ceremonial-tee-shot-pays-tribute-palmer/
Greenland's Coastal Ice Caps Have Melted Past The Point Of No Return,Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/greenland-coastal-ice-caps-melting_us_58e5f007e4b0fe4ce08840b1?bs&ncid=inblnkushpmg00000009
"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/greenland-coastal-ice-caps-melting_us_58e5f007e4b0fe4ce08840b1?bs&ncid=inblnkushpmg00000009
Baltimore Wants Police Reform. Trump's DOJ May Not Let That Happen.,Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/baltimore-police-trump-doj_us_58e50a18e4b0f4a923b440bd?tb&ncid=inblnkushpmg00000009
"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/baltimore-police-trump-doj_us_58e50a18e4b0f4a923b440bd?tb&ncid=inblnkushpmg00000009
Bureau Of Land Management Changes Website Photo To Big Hunk Of Coal,Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/blm-website-coal-picture_us_58e68391e4b05894715ede52?nrh&ncid=inblnkushpmg00000009
"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/blm-website-coal-picture_us_58e68391e4b05894715ede52?nrh&ncid=inblnkushpmg00000009
REPORT: 7 States Carried By Trump Will Be Hit Hard By Proposed Border Tax,Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/trump-border-tax-report_us_58e60a1fe4b0fe4ce088534a?ncid=inblnkushpmg00000009
"
,
",Breaking News and Opinion on The Huffington Post | The Huffington Post,http://www.huffingtonpost.com/entry/trump-border-tax-report_us_58e60a1fe4b0fe4ce088534a?ncid=inblnkushpmg00000009
,USA TODAY: Latest World and US News  - USATODAY.com,
"See
                                more video",USA TODAY: Latest World and US News  - USATODAY.com,/media/latest/videos/home/
,USA TODAY: Latest World and US News  - USATODAY.com,#
,USA TODAY: Latest World and US News  - USATODAY.com,
,USA TODAY: Latest World and US News  - USATODAY.com,
,USA TODAY: Latest World and US News  - USATODAY.com,
,USA TODAY: Latest World and US News  - USATODAY.com,
"See
                                more video",USA TODAY: Latest World and US News  - USATODAY.com,/media/latest/videos/home/
,USA TODAY: Latest World and US News  - USATODAY.com,#
,USA TODAY: Latest World and US News  - USATODAY.com,
,USA TODAY: Latest World and US News  - USATODAY.com,
,USA TODAY: Latest World and US News  - USATODAY.com,
"
									,
								","ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/US/passing-trash-women-teachers-sexually-abused-allowed-continue/story?id=46626326
"
								2 women say teachers who sexually abused them were allowed to continue teaching
							","ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/US/passing-trash-women-teachers-sexually-abused-allowed-continue/story?id=46626326
"
											School principal resigns after student newspapers' probe into her credentials
										","ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Lifestyle/high-school-principal-resigns-student-newspapers-probe-credentials/story?id=46609251
"
											Students surprise principal with matching pair of jeans
										","ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Lifestyle/high-school-students-surprise-principal-matching-pair-jeans/story?id=46620418
"
								,
							","ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Entertainment/photos/mary-tyler-moore-miguel-ferrer-notable-people-lost-44710077
"
						,
					","ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Entertainment/photos/mary-tyler-moore-miguel-ferrer-notable-people-lost-44710077
"
								Don Rickles, Yevgeny Yevtushenko and other notable people lost already in 2017
							","ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Entertainment/photos/mary-tyler-moore-miguel-ferrer-notable-people-lost-44710077
"
								,
							","ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/International/wireStory/girl-found-living-monkeys-indian-forest-46622867
Dan Lamothe," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/people/dan-lamothe/
Missy Ryan," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/people/missy-ryan/
Thomas Gibbons-Neff," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/people/thomas-gibbons-neff/
House Intelligence chair recuses himself from Russia probe ," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/powerpost/house-intelligence-chairman-devin-nunes-recuses-himself-from-russia-probe/2017/04/06/8122b5bc-1ad2-11e7-855e-4824bbb5d748_story.html
Karoun Demirjian," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/people/karoun-demirjian/
GOP House leaders tweak health-care bill after Trump demands action," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/powerpost/at-trumps-request-house-may-tweak-health-care-bill-before-recess/2017/04/06/95c5dac4-1abb-11e7-855e-4824bbb5d748_story.html
"
            Strategy: 6 Reasons You May Not Graduate on Time        ","The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/education/edlife/6-reasons-you-may-not-graduate-on-time.html
"
            Education Life: It Takes a Suburb: A Town Struggles to Ease Student Stress        ","The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/05/education/edlife/overachievers-student-stress-in-high-school-.html
